Date,Meal Time,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Suggestions
2024-05-15,Dinner,194,199,31.6,26.12,324,5.48,Staff Meeting,1,Moderate Waste,2.41,0.21,Sunny,Consider changing the menu or improving food quality.
2024-07-14,Dinner,250,235,34.98,29.65,300,5.33,Holiday,5,Moderate Waste,2.86,0.69,Rainy,Consider offering warm food options.
2024-03-10,Dinner,200,189,32.69,27.18,217,5.51,Holiday,4,Minimal Waste,4.94,0.16,Windy,Portion sizes seem optimal; continue as is.
2024-03-29,Breakfast,115,118,41.04,39.57,223,1.47,Staff Meeting,2,Moderate Waste,3.44,3.23,Cloudy,Consider changing the menu or improving food quality.
2024-07-10,Dinner,185,180,39.58,38.84,240,0.74,Holiday,5,Moderate Waste,0.69,0.14,Windy,Portion sizes seem optimal; continue as is.
2024-06-01,Dinner,206,212,35.74,30.7,209,5.04,Holiday,2,Moderate Waste,0.66,0.46,Windy,Consider changing the menu or improving food quality.
2024-08-23,Dinner,218,198,30.8,27.61,209,3.19,No Event,2,Minimal Waste,2.91,0.93,Rainy,Consider changing the menu or improving food quality.
2024-01-18,Dinner,246,266,33.93,32.41,325,1.52,Holiday,3,Moderate Waste,0.98,0.52,Sunny,Portion sizes seem optimal; continue as is.
2024-03-26,Breakfast,110,127,43.94,35.68,242,8.26,Holiday,2,Minimal Waste,0.3,0.22,Rainy,Consider changing the menu or improving food quality.
2024-06-28,Breakfast,116,129,35.17,28.46,213,6.71,Holiday,4,Minimal Waste,1.54,0.63,Cloudy,Portion sizes seem optimal; continue as is.
2024-07-27,Lunch,162,167,36.49,28.84,251,7.65,Sports Day,5,Moderate Waste,3.58,2.68,Windy,Increase portions slightly for high energy consumption.
2024-07-30,Dinner,246,258,43.62,28.36,320,15.26,Holiday,1,High Waste,2.75,1.53,Sunny,Reduce portion size by 10-20% for the next meal.
2024-09-11,Breakfast,114,112,33.64,28.62,205,5.02,Staff Meeting,2,Minimal Waste,4.77,2.85,Cloudy,Consider changing the menu or improving food quality.
2024-09-27,Dinner,183,176,37.03,28.57,291,8.46,Staff Meeting,2,Moderate Waste,0.84,0.72,Cloudy,Consider changing the menu or improving food quality.
2024-09-03,Dinner,228,222,34.58,26.71,207,7.87,Staff Meeting,2,Minimal Waste,4.02,0.38,Cloudy,Consider changing the menu or improving food quality.
2024-03-29,Lunch,164,164,35.54,35.34,285,0.2,Sports Day,1,High Waste,4.01,3.93,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-20,Dinner,199,186,32.85,30.14,214,2.71,Holiday,1,High Waste,1.33,0.84,Sunny,Reduce portion size by 10-20% for the next meal.
2024-01-13,Lunch,156,143,30.49,30.16,296,0.33,No Event,4,Moderate Waste,4.65,1.83,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-14,Dinner,227,207,30.89,30.77,256,0.12,No Event,5,Moderate Waste,0.59,0.43,Rainy,Consider offering warm food options.
2024-08-11,Breakfast,129,125,41.99,31.35,215,10.64,Sports Day,2,Moderate Waste,1.9,1.4,Cloudy,Consider changing the menu or improving food quality.
2024-05-04,Dinner,236,255,30.61,27.85,267,2.76,Sports Day,2,High Waste,1.06,0.2,Sunny,Reduce portion size by 10-20% for the next meal.
2024-05-15,Breakfast,145,157,43.96,41.31,195,2.65,Staff Meeting,4,Moderate Waste,3.63,2.52,Windy,Portion sizes seem optimal; continue as is.
2024-02-25,Lunch,178,172,45.64,33.0,283,12.64,No Event,4,Minimal Waste,3.13,1.18,Rainy,Consider offering warm food options.
2024-03-08,Breakfast,117,126,38.99,33.04,200,5.95,No Event,5,Moderate Waste,4.33,3.3,Rainy,Consider offering warm food options.
2024-09-25,Breakfast,118,109,34.01,29.39,231,4.62,Staff Meeting,4,Minimal Waste,3.31,0.74,Windy,Portion sizes seem optimal; continue as is.
2024-01-14,Breakfast,142,142,41.49,36.46,190,5.03,No Event,4,High Waste,0.56,0.29,Sunny,Reduce portion size by 10-20% for the next meal.
2024-03-06,Dinner,245,226,39.65,28.16,291,11.49,Sports Day,3,Moderate Waste,4.7,0.11,Rainy,Increase portions slightly for high energy consumption.
2024-11-06,Lunch,176,164,34.58,30.83,247,3.75,Staff Meeting,2,Moderate Waste,3.57,0.86,Cloudy,Consider changing the menu or improving food quality.
2024-04-26,Breakfast,118,137,37.79,32.22,243,5.57,No Event,3,Minimal Waste,3.68,2.79,Sunny,Portion sizes seem optimal; continue as is.
2024-09-02,Lunch,171,172,30.51,26.82,283,3.69,Staff Meeting,3,High Waste,0.75,0.58,Rainy,Reduce portion size by 10-20% for the next meal.
2024-02-17,Dinner,214,201,31.36,27.71,319,3.65,Sports Day,1,High Waste,3.9,1.97,Sunny,Reduce portion size by 10-20% for the next meal.
2024-04-11,Lunch,165,183,48.41,29.22,262,19.19,Sports Day,1,Moderate Waste,1.5,0.25,Windy,Consider changing the menu or improving food quality.
2024-04-03,Lunch,188,179,39.72,38.5,222,1.22,Sports Day,5,Moderate Waste,1.4,0.66,Rainy,Increase portions slightly for high energy consumption.
2024-03-28,Lunch,159,162,31.41,28.46,221,2.95,Holiday,3,High Waste,2.73,2.37,Rainy,Reduce portion size by 10-20% for the next meal.
2024-10-15,Breakfast,113,103,41.85,33.43,247,8.42,Sports Day,4,Moderate Waste,1.16,1.08,Rainy,Increase portions slightly for high energy consumption.
2024-09-09,Breakfast,113,107,46.29,27.77,213,18.52,Staff Meeting,3,High Waste,0.98,0.85,Windy,Reduce portion size by 10-20% for the next meal.
2024-10-04,Dinner,244,228,45.47,34.1,253,11.37,Staff Meeting,2,Minimal Waste,4.55,1.79,Windy,Consider changing the menu or improving food quality.
2024-04-10,Dinner,188,190,41.3,26.65,274,14.65,Staff Meeting,5,Minimal Waste,1.63,0.2,Rainy,Consider offering warm food options.
2024-09-02,Dinner,228,224,47.75,30.69,344,17.06,Staff Meeting,4,Moderate Waste,4.73,2.42,Windy,Portion sizes seem optimal; continue as is.
2024-05-21,Dinner,236,223,39.08,36.87,320,2.21,Holiday,5,Moderate Waste,1.33,1.0,Sunny,Portion sizes seem optimal; continue as is.
2024-09-10,Breakfast,139,129,35.99,30.75,237,5.24,No Event,4,Minimal Waste,0.81,0.5,Sunny,Portion sizes seem optimal; continue as is.
2024-05-04,Breakfast,103,106,42.8,38.41,250,4.39,Staff Meeting,2,Minimal Waste,2.4,1.3,Sunny,Consider changing the menu or improving food quality.
2024-02-23,Dinner,216,219,48.0,35.3,331,12.7,Staff Meeting,4,High Waste,0.71,0.4,Sunny,Reduce portion size by 10-20% for the next meal.
2024-02-03,Breakfast,105,106,37.18,27.33,192,9.85,Staff Meeting,2,Moderate Waste,2.32,0.2,Rainy,Consider changing the menu or improving food quality.
2024-09-06,Lunch,166,169,48.66,42.63,241,6.03,No Event,2,Minimal Waste,0.99,0.12,Cloudy,Consider changing the menu or improving food quality.
2024-04-09,Lunch,157,155,47.01,29.69,251,17.32,No Event,5,High Waste,4.86,0.26,Rainy,Reduce portion size by 10-20% for the next meal.
2024-03-28,Dinner,222,221,32.89,28.82,308,4.07,Staff Meeting,4,Minimal Waste,0.32,0.14,Rainy,Consider offering warm food options.
2024-09-22,Breakfast,116,136,47.48,37.06,201,10.42,Sports Day,3,Minimal Waste,1.7,1.42,Sunny,Increase portions slightly for high energy consumption.
2024-05-21,Lunch,155,135,46.24,37.25,288,8.99,Sports Day,1,Minimal Waste,3.57,0.38,Windy,Consider changing the menu or improving food quality.
2024-08-27,Dinner,221,225,31.06,25.94,277,5.12,Staff Meeting,5,Minimal Waste,4.89,1.29,Rainy,Consider offering warm food options.
2024-01-26,Lunch,196,185,48.65,40.34,251,8.31,Sports Day,5,Moderate Waste,0.19,0.1,Sunny,Increase portions slightly for high energy consumption.
2024-02-11,Dinner,204,188,37.38,36.9,213,0.48,Staff Meeting,3,Moderate Waste,4.14,3.91,Windy,Portion sizes seem optimal; continue as is.
2024-08-12,Breakfast,135,130,36.62,25.28,202,11.34,Holiday,1,Minimal Waste,2.56,0.6,Cloudy,Consider changing the menu or improving food quality.
2024-05-09,Breakfast,143,139,49.13,29.67,227,19.46,Staff Meeting,5,High Waste,2.65,0.62,Windy,Reduce portion size by 10-20% for the next meal.
2024-03-08,Lunch,194,196,38.24,32.89,233,5.35,Sports Day,4,Moderate Waste,1.86,1.38,Sunny,Increase portions slightly for high energy consumption.
2024-02-14,Breakfast,120,118,43.74,35.64,181,8.1,Holiday,3,Moderate Waste,2.05,0.48,Rainy,Consider offering warm food options.
2024-01-03,Breakfast,110,117,33.4,32.95,225,0.45,Sports Day,2,High Waste,1.89,0.42,Windy,Reduce portion size by 10-20% for the next meal.
2024-05-05,Dinner,234,253,36.48,35.66,284,0.82,Holiday,4,Minimal Waste,2.62,0.3,Windy,Portion sizes seem optimal; continue as is.
2024-05-02,Dinner,185,198,38.75,33.99,272,4.76,Holiday,4,High Waste,2.44,1.24,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-16,Breakfast,130,142,32.86,32.08,193,0.78,No Event,1,High Waste,3.47,3.43,Windy,Reduce portion size by 10-20% for the next meal.
2024-08-05,Dinner,196,205,46.41,42.26,204,4.15,Holiday,3,Moderate Waste,0.89,0.69,Rainy,Consider offering warm food options.
2024-07-30,Lunch,181,182,47.2,25.26,273,21.94,Sports Day,1,Moderate Waste,1.38,1.21,Cloudy,Consider changing the menu or improving food quality.
2024-09-15,Dinner,245,262,42.16,26.02,304,16.14,No Event,2,Moderate Waste,4.39,0.54,Cloudy,Consider changing the menu or improving food quality.
2024-10-26,Lunch,150,142,47.02,40.85,241,6.17,Staff Meeting,3,High Waste,3.73,1.75,Rainy,Reduce portion size by 10-20% for the next meal.
2024-03-09,Dinner,194,203,44.06,31.08,232,12.98,Staff Meeting,3,Moderate Waste,2.05,0.28,Rainy,Consider offering warm food options.
2024-09-23,Lunch,164,183,38.9,25.83,254,13.07,Staff Meeting,4,Moderate Waste,3.49,2.7,Cloudy,Portion sizes seem optimal; continue as is.
2024-03-02,Breakfast,118,108,30.95,26.83,200,4.12,Holiday,4,Moderate Waste,2.25,1.36,Cloudy,Portion sizes seem optimal; continue as is.
2024-04-30,Dinner,218,223,44.79,26.36,312,18.43,Holiday,4,High Waste,1.76,0.14,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-06-18,Breakfast,101,116,48.24,44.81,241,3.43,Holiday,1,Moderate Waste,0.46,0.44,Rainy,Consider changing the menu or improving food quality.
2024-03-05,Dinner,185,200,34.02,29.52,204,4.5,No Event,5,Minimal Waste,0.26,0.25,Windy,Portion sizes seem optimal; continue as is.
2024-03-26,Dinner,236,242,39.04,32.88,324,6.16,No Event,5,Moderate Waste,0.5,0.42,Cloudy,Portion sizes seem optimal; continue as is.
2024-04-30,Breakfast,126,126,43.63,35.11,182,8.52,Sports Day,1,Moderate Waste,3.85,0.61,Windy,Consider changing the menu or improving food quality.
2024-08-18,Dinner,243,249,37.69,26.83,286,10.86,Staff Meeting,2,Minimal Waste,2.99,1.02,Windy,Consider changing the menu or improving food quality.
2024-09-17,Dinner,208,226,39.67,38.24,343,1.43,Staff Meeting,5,Minimal Waste,1.06,1.02,Windy,Portion sizes seem optimal; continue as is.
2024-02-06,Breakfast,116,96,41.08,25.82,247,15.26,Staff Meeting,4,High Waste,1.05,0.81,Rainy,Reduce portion size by 10-20% for the next meal.
2024-10-07,Lunch,169,172,48.96,41.96,290,7.0,No Event,4,Minimal Waste,3.01,2.71,Sunny,Portion sizes seem optimal; continue as is.
2024-05-13,Dinner,188,170,47.48,41.3,324,6.18,No Event,1,Moderate Waste,1.56,0.92,Sunny,Consider changing the menu or improving food quality.
2024-09-30,Breakfast,145,128,36.16,35.83,184,0.33,Sports Day,2,Minimal Waste,2.69,0.18,Windy,Consider changing the menu or improving food quality.
2024-03-03,Lunch,156,159,42.43,31.58,298,10.85,Staff Meeting,2,High Waste,3.68,3.54,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-25,Dinner,245,245,33.14,30.39,278,2.75,Staff Meeting,5,High Waste,2.55,2.32,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-25,Breakfast,149,147,44.87,44.52,205,0.35,Staff Meeting,2,Moderate Waste,2.39,0.89,Windy,Consider changing the menu or improving food quality.
2024-04-21,Lunch,168,176,35.79,26.41,252,9.38,Holiday,2,Moderate Waste,2.4,1.14,Rainy,Consider changing the menu or improving food quality.
2024-09-11,Lunch,192,212,45.12,34.28,248,10.84,Sports Day,5,High Waste,4.16,2.7,Windy,Reduce portion size by 10-20% for the next meal.
2024-02-28,Dinner,233,237,42.08,29.23,338,12.85,Holiday,1,High Waste,4.92,1.0,Windy,Reduce portion size by 10-20% for the next meal.
2024-06-23,Breakfast,112,112,44.47,28.9,210,15.57,No Event,2,Minimal Waste,4.96,1.85,Cloudy,Consider changing the menu or improving food quality.
2024-01-02,Dinner,189,196,40.85,27.64,284,13.21,Holiday,3,Moderate Waste,0.16,0.14,Windy,Portion sizes seem optimal; continue as is.
2024-08-12,Lunch,169,171,41.34,40.27,273,1.07,Holiday,4,Minimal Waste,4.63,0.75,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-08,Lunch,174,188,45.8,32.29,297,13.51,Sports Day,3,Minimal Waste,1.74,0.52,Sunny,Increase portions slightly for high energy consumption.
2024-08-26,Lunch,197,197,30.71,29.74,256,0.97,Staff Meeting,1,Minimal Waste,3.99,2.72,Cloudy,Consider changing the menu or improving food quality.
2024-04-06,Breakfast,123,104,40.82,25.49,235,15.33,Holiday,3,Moderate Waste,1.61,1.06,Sunny,Portion sizes seem optimal; continue as is.
2024-02-19,Lunch,196,178,46.3,30.62,249,15.68,No Event,1,Minimal Waste,2.48,0.27,Rainy,Consider changing the menu or improving food quality.
2024-03-09,Breakfast,127,141,41.8,41.78,237,0.02,Staff Meeting,5,Minimal Waste,3.94,1.22,Sunny,Portion sizes seem optimal; continue as is.
2024-10-09,Breakfast,107,88,39.1,35.65,200,3.45,No Event,4,Moderate Waste,0.68,0.19,Windy,Portion sizes seem optimal; continue as is.
2024-07-05,Breakfast,133,117,34.64,33.19,222,1.45,Sports Day,3,High Waste,0.29,0.14,Windy,Reduce portion size by 10-20% for the next meal.
2024-06-24,Lunch,184,184,45.77,38.09,288,7.68,Sports Day,1,Moderate Waste,4.63,1.92,Windy,Consider changing the menu or improving food quality.
2024-03-24,Breakfast,124,127,46.46,36.78,181,9.68,Holiday,2,High Waste,4.05,3.97,Sunny,Reduce portion size by 10-20% for the next meal.
2024-05-22,Lunch,198,190,46.26,35.08,286,11.18,Holiday,4,Minimal Waste,3.06,2.36,Sunny,Portion sizes seem optimal; continue as is.
2024-08-05,Lunch,169,159,48.86,45.91,280,2.95,Holiday,1,High Waste,3.3,1.77,Rainy,Reduce portion size by 10-20% for the next meal.
2024-05-26,Breakfast,114,111,43.82,37.38,196,6.44,Staff Meeting,5,High Waste,0.32,0.11,Windy,Reduce portion size by 10-20% for the next meal.
2024-03-24,Dinner,232,222,42.26,26.42,297,15.84,Holiday,1,Minimal Waste,2.96,0.16,Windy,Consider changing the menu or improving food quality.
2024-09-15,Breakfast,116,107,49.73,33.82,217,15.91,Holiday,3,High Waste,1.25,0.33,Rainy,Reduce portion size by 10-20% for the next meal.
2024-02-15,Breakfast,124,124,46.9,32.7,221,14.2,Staff Meeting,4,Minimal Waste,4.51,3.36,Sunny,Portion sizes seem optimal; continue as is.
2024-07-15,Lunch,184,198,40.45,33.66,293,6.79,Sports Day,1,High Waste,4.0,0.62,Sunny,Reduce portion size by 10-20% for the next meal.
2024-01-03,Dinner,236,252,37.02,26.58,330,10.44,No Event,1,Minimal Waste,1.16,0.64,Cloudy,Consider changing the menu or improving food quality.
2024-10-17,Lunch,166,167,36.13,25.73,255,10.4,No Event,4,High Waste,4.32,2.29,Windy,Reduce portion size by 10-20% for the next meal.
2024-03-06,Breakfast,147,137,36.5,26.72,197,9.78,No Event,4,High Waste,3.79,0.55,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-19,Lunch,174,171,30.56,25.29,292,5.27,Staff Meeting,3,Moderate Waste,1.92,1.02,Windy,Portion sizes seem optimal; continue as is.
2024-05-01,Breakfast,114,106,31.6,25.14,185,6.46,Holiday,4,High Waste,0.69,0.26,Sunny,Reduce portion size by 10-20% for the next meal.
2024-03-19,Lunch,177,190,35.42,27.96,258,7.46,Sports Day,1,Moderate Waste,4.16,0.41,Rainy,Consider changing the menu or improving food quality.
2024-02-07,Dinner,229,209,42.81,29.43,200,13.38,Sports Day,4,Moderate Waste,2.92,1.98,Windy,Increase portions slightly for high energy consumption.
2024-03-13,Dinner,188,187,34.13,25.03,268,9.1,Sports Day,3,High Waste,2.69,1.13,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-09-23,Lunch,159,145,30.75,27.85,260,2.9,Staff Meeting,1,Minimal Waste,4.84,1.7,Sunny,Consider changing the menu or improving food quality.
2024-03-15,Breakfast,134,118,30.38,27.56,184,2.82,No Event,5,Minimal Waste,3.93,0.16,Windy,Portion sizes seem optimal; continue as is.
2024-05-17,Dinner,244,237,36.9,31.36,223,5.54,No Event,1,High Waste,0.12,0.1,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-01-10,Lunch,168,175,34.18,30.29,222,3.89,Staff Meeting,4,High Waste,3.38,3.02,Windy,Reduce portion size by 10-20% for the next meal.
2024-08-01,Breakfast,112,100,31.61,29.74,247,1.87,No Event,3,High Waste,1.45,0.17,Sunny,Reduce portion size by 10-20% for the next meal.
2024-09-24,Breakfast,130,146,38.36,37.35,220,1.01,No Event,1,Minimal Waste,4.41,1.93,Cloudy,Consider changing the menu or improving food quality.
2024-03-24,Breakfast,140,137,32.46,28.39,227,4.07,Sports Day,1,Minimal Waste,3.64,2.36,Rainy,Consider changing the menu or improving food quality.
2024-07-14,Breakfast,133,143,33.09,25.07,192,8.02,Staff Meeting,4,Minimal Waste,1.28,0.84,Rainy,Consider offering warm food options.
2024-03-26,Lunch,171,162,35.19,32.57,243,2.62,Sports Day,2,Minimal Waste,2.31,0.69,Cloudy,Consider changing the menu or improving food quality.
2024-11-07,Lunch,158,154,39.73,30.17,289,9.56,Holiday,4,Moderate Waste,1.03,0.97,Sunny,Portion sizes seem optimal; continue as is.
2024-07-10,Breakfast,100,90,42.67,37.64,213,5.03,Holiday,1,Minimal Waste,4.07,1.92,Sunny,Consider changing the menu or improving food quality.
2024-01-29,Breakfast,140,126,40.7,36.47,204,4.23,No Event,4,Minimal Waste,1.74,0.76,Sunny,Portion sizes seem optimal; continue as is.
2024-05-14,Breakfast,111,116,47.57,38.97,247,8.6,Staff Meeting,4,High Waste,2.66,1.07,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-09-02,Dinner,235,221,48.51,41.46,302,7.05,Sports Day,2,Moderate Waste,4.57,3.23,Sunny,Consider changing the menu or improving food quality.
2024-06-24,Breakfast,127,144,33.88,29.41,196,4.47,Holiday,1,Minimal Waste,4.43,3.23,Windy,Consider changing the menu or improving food quality.
2024-02-07,Breakfast,138,142,48.91,28.87,220,20.04,Staff Meeting,1,Moderate Waste,1.71,1.47,Cloudy,Consider changing the menu or improving food quality.
2024-01-10,Lunch,184,193,49.3,45.13,266,4.17,No Event,3,High Waste,3.23,1.23,Windy,Reduce portion size by 10-20% for the next meal.
2024-03-01,Lunch,159,154,45.38,42.19,291,3.19,Staff Meeting,4,Moderate Waste,1.9,1.15,Rainy,Consider offering warm food options.
2024-04-03,Lunch,191,206,39.99,39.87,234,0.12,No Event,3,High Waste,4.51,2.26,Windy,Reduce portion size by 10-20% for the next meal.
2024-01-20,Lunch,167,184,45.88,37.12,253,8.76,Sports Day,4,Moderate Waste,4.95,1.05,Sunny,Increase portions slightly for high energy consumption.
2024-09-16,Dinner,219,206,31.03,30.02,287,1.01,Sports Day,1,Minimal Waste,2.02,0.8,Windy,Consider changing the menu or improving food quality.
2024-08-18,Lunch,156,162,45.04,34.46,253,10.58,No Event,3,Moderate Waste,0.38,0.15,Sunny,Portion sizes seem optimal; continue as is.
2024-05-13,Lunch,150,170,47.04,33.49,250,13.55,Sports Day,5,Moderate Waste,3.5,3.04,Rainy,Increase portions slightly for high energy consumption.
2024-03-03,Lunch,169,160,46.31,44.31,236,2.0,No Event,4,Minimal Waste,1.78,0.53,Rainy,Consider offering warm food options.
2024-01-01,Breakfast,146,134,37.84,30.73,216,7.11,Staff Meeting,3,High Waste,1.37,1.29,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-19,Dinner,211,225,48.13,26.81,222,21.32,Sports Day,1,Minimal Waste,3.78,1.51,Rainy,Consider changing the menu or improving food quality.
2024-08-02,Breakfast,142,141,43.28,29.83,247,13.45,Holiday,5,Moderate Waste,4.73,3.83,Cloudy,Portion sizes seem optimal; continue as is.
2024-05-05,Breakfast,123,137,30.42,27.25,210,3.17,No Event,5,Moderate Waste,2.27,0.25,Cloudy,Portion sizes seem optimal; continue as is.
2024-07-05,Breakfast,106,111,31.26,25.4,245,5.86,No Event,1,High Waste,1.3,0.63,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-16,Dinner,227,222,40.23,32.22,242,8.01,Holiday,4,Moderate Waste,2.95,0.93,Windy,Portion sizes seem optimal; continue as is.
2024-03-26,Lunch,165,148,41.54,33.96,223,7.58,Sports Day,1,High Waste,4.98,3.36,Rainy,Reduce portion size by 10-20% for the next meal.
